Direction,Date,Boarding Stop,Alighting Stop,Passengers
South,25/03/2026,Ferny Ave at Palm Avenue,Cahill Street,2
South,25/03/2026,"GCUH, platform 4",Surfers Paradise,3
South,25/03/2026,Marine Pde at Kirra Beach,Coolangatta Central,1
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Thirteenth Avenue,9
South,25/03/2026,Gold Coast Hwy at Thrower Drive,Unknown,8
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Coolangatta Central,4
South,25/03/2026,Gold Coast Hwy at Miami station,Gold Coast Hwy at Miami Hotel CLOSED,2
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Golden Four Dr at Tugun Beach shops,2
South,25/03/2026,Twenty Seventh Avenue,Musgrave St at Coyne Street,2
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Currumbin Wildlife Sanctuary,16
South,25/03/2026,Queen Street station (Southport),Gold Coast Hwy at Miami North station,1
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Gold Coast Hwy at Eighth Avenue,1
South,25/03/2026,Nineteenth Avenue,Musgrave St at Coyne Street,2
South,25/03/2026,Musgrave St at Kirra shops,Wharf St at Tweed Mall,3
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Cahill Street,5
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Griffith St at Coolangatta East,2
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Wharf St at Tweed Mall,1
South,25/03/2026,Remembrance Dr at Markwell Avenue,Cahill Street,1
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,56
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Twenty Seventh Avenue,6
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Nobby Beach station,10
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,3
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Golden Four Dr at Bilinga Beach SLSC,1
South,25/03/2026,Tweed St at George Street,Gold Coast Hwy at Twenty First Avenue,2
South,25/03/2026,Gold Coast Hwy at Thrower Drive,Gold Coast Hwy at Thrower Drive,3
South,25/03/2026,Twenty Seventh Avenue,Palm Beach,6
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Burleigh Heads,18
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Palm Beach,3
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Mermaid Beach station,3
South,25/03/2026,Gold Coast Hwy at Miami station,Wharf St at Tweed Mall,1
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Golden Four Dr at Shell Street,2
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Unknown,31
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Burleigh Heads National Park,2
South,25/03/2026,"Broadbeach South station, stop A",Currumbin Wildlife Sanctuary,110
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Cahill Street,3
South,25/03/2026,Tweed St at George Street,Unknown,4
South,25/03/2026,McLean St at Queen Elizabeth Park,McLean St at Queen Elizabeth Park,3
South,25/03/2026,Tweed St at George Street,Gold Coast Hwy at Fifteenth Avenue,1
South,25/03/2026,Broadbeach South station,Gold Coast Hwy at Burleigh Heads,1
South,25/03/2026,Golden Four Dr at Archer Street,Coolangatta Central,7
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Golden Four Dr at Archer Street,4
South,25/03/2026,Musgrave St at Coyne Street,McLean St at Queen Elizabeth Park,20
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Dr at Short Street,7
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Thrower Drive,8
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Third Avenue CLOSED until 26-04-26,1
South,25/03/2026,Broadbeach North station,Gold Coast Hwy at Miami North station,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Golden Four Dr at George Street,1
South,25/03/2026,Golden Four Dr at Shell Street,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Gold Coast Hwy at Thrower Drive,Musgrave St at Coyne Street,1
South,25/03/2026,Gold Coast Hwy at Currumbin Hill,Golden Four Dr at Tugun Beach shops,1
South,25/03/2026,Musgrave St at Kirra shops,Griffith St at Coolangatta East,17
South,25/03/2026,Tweed St at George Street,Nineteenth Avenue,1
South,25/03/2026,Golden Four Dr at Short Street,McLean St at Queen Elizabeth Park,3
South,25/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Burleigh Heads,5
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Drive at St Monica's Catholic Church,5
South,25/03/2026,Currumbin Wildlife Sanctuary,Golden Four Dr at Archer Street,2
South,25/03/2026,Gold Coast Hwy at Miami North station,Wharf St at Tweed Mall,1
South,25/03/2026,Twenty Seventh Avenue,Marine Pde at Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Nobby Beach station,2
South,25/03/2026,"Broadbeach South station, stop A",Nineteenth Avenue,15
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Burleigh Heads,20
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Unknown,4
South,25/03/2026,Tweed St at George Street,Burleigh Heads National Park,2
South,25/03/2026,Cahill Street,Golden Four Dr at North Kirra Beach,4
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Burleigh Heads National Park,3
South,25/03/2026,Gold Coast Hwy at Thrower Drive,Coolangatta Central,2
South,25/03/2026,Gold Coast Hwy at Florida Gardens station,Gold Coast Hwy at Mermaid Beach station,1
South,25/03/2026,Palm Beach,Golden Four Drive at St Monica's Catholic Church,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Miami Hotel CLOSED,6
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Unknown,9
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Marine Pde at Kirra Beach Hotel,1
South,25/03/2026,Broadbeach North station,Gold Coast Hwy at Currumbin Hill,1
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Shell Street,2
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Gold Coast Hwy at Eighth Avenue,4
South,25/03/2026,Gold Coast Hwy at Miami station,Gold Coast Hwy at Miami station,4
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Townson Ave near Tallebudgera Dr,1
South,25/03/2026,Tweed St at George Street,Golden Four Dr at Archer Street,3
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Tweed St at George Street,1
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Tugun Beach shops,5
South,25/03/2026,Griffith St at Coolangatta East,Wharf St at Tweed Mall,5
South,25/03/2026,Broadbeach North station,Palm Beach,1
South,25/03/2026,Twenty Seventh Avenue,Nineteenth Avenue,2
South,25/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Cahill Street,2
South,25/03/2026,Burleigh Heads National Park,Palm Beach,2
South,25/03/2026,Broadbeach North station,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Thrower Drive,1
South,25/03/2026,Golden Four Dr at North Kirra Beach,Musgrave St at Coyne Street,1
South,25/03/2026,Twenty Seventh Avenue,Golden Four Dr at George Street,1
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Palm Beach,1
South,25/03/2026,Palm Beach,Griffith St at Coolangatta East,13
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Golden Four Dr at North Kirra Beach,3
South,25/03/2026,Gold Coast Hwy at Thrower Drive,McLean St at Queen Elizabeth Park,2
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Drive at St Monica's Catholic Church,1
South,25/03/2026,Palm Beach,Coolangatta Central,1
South,25/03/2026,Tweed St at George Street,Golden Four Dr at North Kirra Beach,4
South,25/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Miami North station,5
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,Golden Four Drive at St Monica's Catholic Church,4
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Currumbin Wildlife Sanctuary,1
South,25/03/2026,Coolangatta Central,Wharf St at Tweed Mall,4
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Musgrave St at Coyne Street,5
South,25/03/2026,"Broadbeach South station, stop A",Twenty Seventh Avenue,13
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Gold Coast Hwy at Fifteenth Avenue,3
South,25/03/2026,Gold Coast Hwy at Miami North station,Currumbin Wildlife Sanctuary,2
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Golden Four Dr at Archer Street,2
South,25/03/2026,Nineteenth Avenue,Teemangum St at Kropp Park,1
South,25/03/2026,Gold Coast Hwy at Thrower Drive,Marine Pde at Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Gold Coast Hwy at Palm Beach Police Station,6
South,25/03/2026,Golden Four Dr at Bilinga Beach,Griffith St at Coolangatta East,4
South,25/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Musgrave St at Kirra shops,1
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Bilinga Beach SLSC,1
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Eighth Avenue,1
South,25/03/2026,"Broadbeach South station, stop A",Wharf St at Tweed Heads,1
South,25/03/2026,Surfers Paradise,Gold Coast Hwy at Mermaid Beach station,1
South,25/03/2026,Golden Four Dr at North Kirra Beach,Musgrave St at Kirra shops,2
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Currumbin Hill,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Fifteenth Avenue,1
South,25/03/2026,Tweed St at George Street,Golden Four Dr at Short Street,1
South,25/03/2026,"Broadbeach South station, stop A",Glen Eagles Dr near Firestone Ct,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Miami North station,4
South,25/03/2026,Tweed St at George Street,Gold Coast Hwy at Palm Beach Police Station,2
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at George Street,3
South,25/03/2026,Marine Pde at Kirra Beach,Golden Four Dr at Shell Street,1
South,25/03/2026,Gold Coast Hwy at Currumbin Hill,Gold Coast Hwy at Currumbin Hill,1
South,25/03/2026,Golden Four Dr at Bilinga Beach,Coolangatta Central,1
South,25/03/2026,Marine Pde at Kirra Beach,Coolangatta Central,10
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Gold Coast Hwy at Burleigh Heads,10
South,25/03/2026,Gold Coast Hwy at Miami North station,Unknown,30
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Currumbin Wildlife Sanctuary,3
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Musgrave St at Coyne Street,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Tweed St at George Street,2
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Wharf St at Tweed Mall,1
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Unknown,31
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Miami North station,95
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Fourth Avenue,1
South,25/03/2026,Currumbin Wildlife Sanctuary,Musgrave St at Coyne Street,5
South,25/03/2026,"Southport bus station, stop A",Surfers Paradise,2
South,25/03/2026,Twenty Seventh Avenue,Wharf St at Tweed Mall,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Cahill Street,1
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Golden Four Drive at St Monica's Catholic Church,1
South,25/03/2026,Tweed St at George Street,Teemangum St at Kropp Park,1
South,25/03/2026,Gold Coast Hwy at Thirteenth Avenue,Golden Four Dr at George Street,1
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Marine Pde at Kirra Beach,3
South,25/03/2026,Currumbin Wildlife Sanctuary,Golden Four Dr at Tugun Beach shops,4
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Miami Hotel,1
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Dr at Shell Street,1
South,25/03/2026,Golden Four Dr at Shell Street,Coolangatta Central,4
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Palm Beach,5
South,25/03/2026,Golden Four Dr at Archer Street,Wharf St at Tweed Mall,5
South,25/03/2026,Tweed St at George Street,Wharf St at Tweed Mall,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Wharf St at Tweed Mall,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Currumbin Hill,2
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,Cahill Street,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Miami station,1
South,25/03/2026,Palm Beach,Cahill Street,1
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Miami Hotel CLOSED,132
South,25/03/2026,Griffith St at Coolangatta East,Unknown,5
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Cahill Street,2
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Unknown,2
South,25/03/2026,Musgrave St at Coyne Street,Musgrave St at Coyne Street,14
South,25/03/2026,Gold Coast Hwy at Miami station,Golden Four Dr at Archer Street,1
South,25/03/2026,Marine Pde at Kirra Beach,Griffith St at Coolangatta East,10
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Griffith St at Coolangatta East,6
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Twenty Fifth Avenue,10
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,Gold Coast Hwy at Eighth Avenue,2
South,25/03/2026,Cahill Street,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Golden Four Dr at Archer Street,McLean St at Queen Elizabeth Park,5
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Coolangatta Central,8
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Marine Pde at Kirra Beach,5
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Dr at Shell Street,1
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,1
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Musgrave St at Kirra shops,7
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Griffith St at Coolangatta East,3
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Twenty Fifth Avenue,6
South,25/03/2026,Palm Beach,Golden Four Dr at Bilinga Beach,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Tallebudgera Tourist Park,1
South,25/03/2026,Golden Four Dr at Archer Street,Musgrave St at Coyne Street,1
South,25/03/2026,Gold Coast Hwy at Miami station,Tweed St at George Street,1
South,25/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Gold Coast Hwy at Tallebudgera Tourist Park,1
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Mermaid Beach South station,130
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Currumbin Wildlife Sanctuary,4
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Gold Coast Hwy at Thirteenth Avenue,2
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Teemangum St at Kropp Park,1
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Gold Coast Hwy at Thrower Drive,1
South,25/03/2026,Tweed St at George Street,Golden Four Drive at St Monica's Catholic Church,1
South,25/03/2026,Golden Four Dr at Short Street,Musgrave St at Coyne Street,1
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Musgrave St at Kirra shops,2
South,25/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Palm Beach,2
South,25/03/2026,Golden Four Dr at Short Street,Griffith St at Coolangatta East,2
South,25/03/2026,Golden Four Dr at Bilinga Beach,Golden Four Dr at Bilinga Beach,1
South,25/03/2026,Nineteenth Avenue,Wharf St at Tweed Mall,3
South,25/03/2026,Palm Beach,Golden Four Dr at George Street,3
South,25/03/2026,Golden Four Dr at George Street,Musgrave St at Coyne Street,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,"Broadbeach South station, stop D",1
South,25/03/2026,"GCUH, platform 4","Griffith University, platform 4",1
South,25/03/2026,Golden Four Dr at North Kirra Beach,McLean St at Queen Elizabeth Park,7
South,25/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Unknown,2
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Currumbin Wildlife Sanctuary,3
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Short Street,2
South,25/03/2026,Gold Coast Hwy at Miami North station,Coolangatta Central,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Mermaid Beach station,1
South,25/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,3
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,McLean St at Queen Elizabeth Park,2
South,25/03/2026,Scarborough St at White Street,Broadbeach North station,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Currumbin Wildlife Sanctuary,9
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Tallebudgera Tourist Park,3
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Musgrave St at Kirra shops,Musgrave St at Kirra shops,11
South,25/03/2026,Nineteenth Avenue,Unknown,14
South,25/03/2026,Golden Four Dr at Archer Street,Unknown,9
South,25/03/2026,Nineteenth Avenue,Golden Four Drive at St Monica's Catholic Church,4
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Coolangatta Central,2
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Palm Beach Police Station,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Musgrave St at Coyne Street,1
South,25/03/2026,"Broadbeach South station, stop A",Broadbeach North,1
South,25/03/2026,Currumbin Wildlife Sanctuary,Unknown,8
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Twenty Seventh Avenue,2
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Currumbin Hill,6
South,25/03/2026,Gold Coast Hwy at Currumbin Hill,Unknown,1
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Dr at George Street,6
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Fifteenth Avenue,7
South,25/03/2026,Gold Coast Hwy at Thrower Drive,Golden Four Dr at North Kirra Beach,4
South,25/03/2026,Currumbin Wildlife Sanctuary,Golden Four Dr at George Street,3
South,25/03/2026,Gold Coast Hwy at Miami North station,McLean St at Queen Elizabeth Park,2
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Eighth Avenue,1
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Wharf St at Tweed Mall,7
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Golden Four Dr at North Kirra Beach,5
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Mermaid Beach South station,6
South,25/03/2026,Gold Coast Hwy at Miami station,Golden Four Dr at Tugun Beach shops,1
South,25/03/2026,Gold Coast Hwy at Thirteenth Avenue,Gold Coast Hwy at Palm Beach Police Station,2
South,25/03/2026,Golden Four Dr at George Street,Marine Pde at Kirra Beach,1
